Issue Number,Title,State,Comments,Created At,Closed At
2313,Use dict versioning to avoid dict/attribute lookups,closed,0,2018-06-08,2018-06-08
2312,All links to “Josh Kantor’s Cython Notes” PDF are broken,closed,1,2018-06-07,2018-06-08
2311,__cinit__ clarification,closed,1,2018-06-06,2018-06-06
2310,cimport from a raw directory (to emulate the namespace package functionality in CPython 3.3+),closed,1,2018-06-04,2018-06-07
2309,Call to parent tp_clear() despite @no_gc_clear,closed,0,2018-06-03,2018-06-03
2308,Issue running the cython 0.28.1 tests on aarch64 (numpy_memoryview),open,11,2018-06-02,N/A
2307,How to `pip install -e`? ,closed,1,2018-06-01,2018-06-07
2306,Cython 0.28.2 Coroutines return None for coro.cr_frame,closed,4,2018-05-30,2019-01-18
2305,Add decrlarations from ceval.h,closed,1,2018-05-30,2018-06-02
2304,Pyximport does not use cythonize() internally.,closed,4,2018-05-29,2021-12-14
2303,app works perfectly with just python but when one compiles it with cython it doesn't work and gives recursionerrors.,closed,5,2018-05-28,2018-06-07
2302,The identity vs equality has been removed from the limitations.,closed,1,2018-05-28,2018-05-28
2301,Added a warning on pyximport when defaulting to python 2.x and the interpreter is 3.x,closed,2,2018-05-28,2018-05-28
2300,integer division,closed,4,2018-05-28,2018-05-28
2299,Different calculation results ,closed,4,2018-05-28,2018-05-30
2298,Added more info on pyximport in compilation.rst,closed,0,2018-05-27,2018-06-15
2297,Added an example of iteration for x in vector.,closed,0,2018-05-27,2018-05-27
2296,Enable tests for all the files in the example directory.,closed,3,2018-05-27,2018-06-12
2295,Moved the cythonize description from the docs to the docstring.,closed,1,2018-05-26,2018-07-07
2294,Fix importing of namespace packages. Add in a regtest for the same.,closed,4,2018-05-25,2018-05-26
2293,Update documentation to refer to setuptools instead of distutils for …,open,4,2018-05-25,N/A
2292,Deduplicate constant tuples and slices,closed,0,2018-05-24,2018-09-23
2291,Added the docs for the compiler options.,closed,5,2018-05-21,2018-07-08
2290,Added tests for the convolve with the memoryviews in the docs.,closed,2,2018-05-21,2018-05-26
2289,Corrected the description of a test option.,closed,0,2018-05-21,2018-05-25
2288,Add tutorial on how to call C function with numpy arrays.,closed,2,2018-05-21,2018-05-25
2287,Added a documentation for the Cythonize function and its arguments.,closed,0,2018-05-20,2018-05-20
2286,Made code examples in the docs compatible with python 2 and 3.,closed,0,2018-05-20,2018-05-20
2285,Buffer checker supports the format string 'e' (for np.float16),closed,0,2018-05-20,2018-07-13
2284,Replaced the text in reference/extension_types.rst by links to the corresponding sections in the userguide.,closed,1,2018-05-19,2018-05-20
2283,Type `long` maps to different numpy types in windows and linux,closed,1,2018-05-19,2018-05-19
2282,Added a C++ example in the cython tutorial.,closed,0,2018-05-19,2018-05-20
2281,Expose contextvars CPython implementation,closed,2,2018-05-19,2021-04-27
2280,Fixed the formatting of a note in special_methods.rst.,closed,0,2018-05-19,2018-05-20
2279,Fixing c library tutorial,closed,1,2018-05-18,2018-05-20
2278,Transfered a note from the reference guide extension types to the userguide.,closed,0,2018-05-18,2018-05-19
2277,Transfer of the dynamic attributes into the userguide.,closed,0,2018-05-18,2018-05-20
2276,"Python 2.7 and ""from __future__ import unicode_literals"" causes UnicodeEncodeError",closed,2,2018-05-18,2018-05-18
2275,Replace text with links,closed,1,2018-05-17,2018-05-17
2274,variable '__pyx_tstate' is used uninitialized whenever 'if' condition is true,closed,9,2018-05-17,2018-10-19
2273,asyncio.iscoroutinefunction returns false for Cython async function objects,closed,32,2018-05-17,2022-07-29
2272,Converting Python code with openCV module to C using Cython(issue with import CV2),closed,1,2018-05-17,2018-05-18
2271,PyxImporter.find_module throws RuntimeError because it passes a path instead of a list to imp.find_module,open,0,2018-05-16,N/A
2270,__weakref__ in cdef subclasses crashes on Python 3.7b4 with Cython 0.28.2,open,1,2018-05-16,N/A
2269,"Coverage: ""‘__pyx_tstate’ may be used uninitialized in this function""",closed,1,2018-05-15,2018-10-19
2268,How to convert the Clang compiler to g++-7,open,0,2018-05-12,N/A
2267,Coverage .pxi file resolution in packages doesn't work,closed,1,2018-05-11,2018-05-15
2266,Cython.Coverage should allow more C++ extensions,closed,1,2018-05-11,2018-05-18
2265,Coverage file tracer exception,open,1,2018-05-11,N/A
2264,Coverage doesn't work under Python package,closed,4,2018-05-11,2018-05-15
2263,Change call signature of CyFunction to FASTCALL signature,closed,2,2018-05-11,2019-09-10
2262,Transfer optional arguments,closed,0,2018-05-10,2018-05-15
2261,Transfered keyword only arguments.,closed,0,2018-05-10,2018-05-15
2260,Transfered type casting,closed,0,2018-05-10,2018-05-17
2259,transfered checked type casts,closed,0,2018-05-10,2018-05-14
2258,Transfered overriding in extension types.,closed,0,2018-05-10,2018-05-14
2257,Transfered the mention of function pointers.,closed,2,2018-05-10,2018-05-14
2256,Transfered warning from the reference guide to the user guide.,closed,0,2018-05-10,2018-05-14
2255,"Improved ""Types"" section.",closed,0,2018-05-10,2018-05-14
2254,Transfered cdef statement.,closed,0,2018-05-10,2018-05-14
2253,Transfered declaring data types.,closed,0,2018-05-10,2018-05-14
2252,AttributeError: type object 'pandas._libs.tslib._TSObject' has no attribute '__reduce_cython__',closed,1,2018-05-09,2018-05-09
2251,Read-only memoryview fields in a cdef class lead to AssertionError,closed,5,2018-05-09,2020-11-07
2250,Transfered the Cython file types in the userguide.,closed,2,2018-05-08,2018-05-10
2249,Adding a comment to signify that the section has been migrated.,closed,0,2018-05-07,2018-05-08
2248,Removing the conditional statements section in the reference guide.,closed,0,2018-05-07,2018-05-08
2247,RecursionError: maximum recursion depth exceeded when compiling an extremely complicated but valid Python file,closed,2,2018-05-05,2018-05-06
2246,Fixed wrong info in the readme.,closed,0,2018-05-05,2018-05-05
2245,Any ideas to improve the documentation?,open,25,2018-05-05,N/A
2244,Clarified cython's capabilities about C99's VLA.,closed,1,2018-05-05,2018-05-05
2243,Standalone executable without the python interpreter,closed,1,2018-05-05,2018-05-05
2242,Speed up method calls by avoiding bound method instantiation,open,0,2018-05-05,N/A
2241,Converted files to rst for easier navigation in the github repo.,closed,7,2018-05-05,2018-05-05
2240,Improved the readme.,closed,1,2018-05-05,2018-05-05
2239,Made the rendering of the CONTRIBUTING file pretty.,closed,1,2018-05-05,2018-05-05
2238,Cycache2 test,closed,0,2018-05-04,2018-05-04
2237,Relevant options/directives must go into the cache fingerprint,closed,1,2018-05-04,2018-05-04
2236,CYTHON_CACHE_DIR should also set the compiler cache,closed,2,2018-05-03,2018-05-04
2235,Cython extension libcpp_all.pyx generated with Cython 0.28.2 and GCC 4.4.7 segfaults on import,closed,11,2018-05-03,2018-05-18
2234,Allow access to long/int internals,closed,3,2018-05-02,2018-05-04
2233,Accessing typedefs in C++ template classes,closed,6,2018-05-02,2021-03-21
2232,Cannot use Collections Abstract Base Classes in .pxd files,closed,1,2018-05-02,2018-05-02
2231,Optimize 'for _ in range(my_c_integer):' ,closed,2,2018-05-02,2018-05-02
2230,Compiler directive language_level is ignored if no Python statement is written before it.,closed,1,2018-05-02,2018-05-18
2229,language_level not respected in include'ed Cython modules,closed,1,2018-05-02,2018-05-05
2228,Added support for non-type template support for literals.,open,4,2018-05-01,N/A
2227,Support for-loop iteration over 1-dim memory views,closed,4,2018-05-01,2020-06-30
2226,Generate .pxd declarations using cppyy,open,2,2018-05-01,N/A
2225,Implement reversed C++ iteration,closed,4,2018-05-01,2022-10-01
2224,"Cannot Compile ""Embed"" Demo",closed,5,2018-05-01,2018-07-09
2223,Dead Link (URL) in EmbeddingCython,closed,1,2018-04-30,2018-05-06
2222,cython language_level 3,closed,0,2018-04-29,2018-04-29
2221,add compile option to hide binary size warnings,closed,14,2018-04-29,2018-09-29
2220,Added support for C++11's <forward_list>.,closed,8,2018-04-27,2018-07-07
2219,Bug fixes for STL lists.,closed,0,2018-04-27,2018-05-04
2218,Lambda not working in cpdef function,open,0,2018-04-27,N/A
2217,Bug fix for boolean return using statement with internal commas.,closed,1,2018-04-26,2018-05-01
2216,Fix `__Pyx_PyBool_FromLong` for statements with internal commas.,closed,0,2018-04-26,2018-05-01
2215,Support for non-type template parameters?,open,10,2018-04-25,N/A
2214,documentation: Using C++ in Cython ,closed,1,2018-04-25,2018-05-01
2213,"Link down in FAQ: ""Is Cython faster than CPython?""",closed,2,2018-04-25,2018-05-05
2212,Division discrepancies between cython and python,closed,2,2018-04-24,2018-04-24
2211,Since 0.28 non-const arguments cannot be passed into functions that take const-qualified parameters,open,3,2018-04-23,N/A
2210,compile failed when using fused for numpy ndarray dtype,open,1,2018-04-21,N/A
2209,Unexpected propagation of Cython's build_ext options,closed,0,2018-04-21,2020-04-29
2208,Support declaring C++ functions as having default arguments.,open,1,2018-04-20,N/A
2207,Improve C++11 containers,closed,5,2018-04-20,2018-08-11
2206,Add support for C++17,open,2,2018-04-20,N/A
2205,Add declaration for PyEval_InitThreads,closed,4,2018-04-18,2018-06-02
2204,Memoryview of boolean ndarrays,closed,5,2018-04-18,2019-05-19
2203,Make current frame information available for logging,closed,11,2018-04-17,2018-09-22
2202,Cython performance on calling external C function,closed,1,2018-04-13,2018-04-17
2201,Difficulties running Cython on Windows 64,closed,1,2018-04-11,2018-05-01
2200,Externally defined type no longer works after upgrading to 28.1,closed,3,2018-04-10,2018-04-10
2199,Segmentation fault on cythonizing,closed,16,2018-04-05,2018-07-18
2195,Speed up f-string float formatting,open,2,2018-03-31,N/A
2194,Regression: conversion to ‘int’ from ‘long int’ may alter its value,closed,0,2018-03-31,2018-03-31
2193,Regression:  error: conversion to size_t from Py_ssize_t may change sign of the result,closed,2,2018-03-31,2018-03-31
2192,different modulo behavior on windows vs linux since python3,closed,4,2018-03-30,2018-04-08
2191,"Uppercase ""IF"" treated as ""if"" statement",closed,1,2018-03-30,2018-03-30
2190,pyximport.install(pyimport=True) fails importing requests/urllib3 [PyPy],closed,1,2018-03-30,2018-03-30
2189,Strange float behaviour,closed,1,2018-03-29,2018-03-29
2188,Further optimise int/float comparison,closed,0,2018-03-29,2018-05-17
2187,Misc. typos,closed,0,2018-03-29,2018-04-08
2186,enum signedness test generates warning,closed,15,2018-03-28,2019-03-26
2185,warnings about cython.freelist of derived depends of declaration order,open,0,2018-03-28,N/A
2184,Add zip_safe=False to userguide setup.py,closed,5,2018-03-28,2018-04-08
2183,Allow inserting verbatim code before all other code,open,5,2018-03-28,N/A
2182,function call operator overloading cplusplus,open,1,2018-03-28,N/A
2181,property decorator doesn't work when aliased,open,9,2018-03-26,N/A
2180,Autodoc doesn't work when uploading docs to Readthedocs.io,closed,8,2018-03-24,2018-07-07
2179,Added argument list for pyximport.,closed,1,2018-03-24,2018-03-24
2178,Added %%cython options.,closed,0,2018-03-23,2018-03-25
2177,Allow `NULL` to be coerced to a pointer to a fused type,closed,8,2018-03-23,2018-03-24
2176,clang: warning: libstdc++ is deprecated; move to libc++ with a minimum deployment target of OS X 10.9,closed,5,2018-03-23,2018-03-23
2175,Removed dead link to Cython bug tracker.,closed,0,2018-03-22,2018-03-23
2174,Changed the wiki url.,closed,0,2018-03-22,2018-03-23
2173,module not found when trying to run via service,closed,2,2018-03-22,2018-04-08
2172,Build errors in ruamel.yaml after upgrading Cython from 0.27.3 to 0.28,open,3,2018-03-21,N/A
2171,Includes/libcpp does not expose `std::vector::emplace_back(...)`,closed,1,2018-03-21,2021-12-25
2170,no None check when accessing attributes of extension types,open,2,2018-03-21,N/A
2169,std::move missing from libcpp,closed,4,2018-03-21,2020-02-22
2168,Improve libcpp.unordered_map API,closed,6,2018-03-21,2018-04-12
2167,AttributeError: 'CppClassType' object has no attribute 'vtabptr_cname',open,4,2018-03-21,N/A
2166,SIGSEGV crash  when **kwargs are passed to function call within generator ,open,2,2018-03-21,N/A
2165,COMPAT: From the next release PyPy fixed tp_basicsize of PyType_Type,closed,3,2018-03-20,2018-03-21
2164,Some cleanup of empty pages and dead links.,closed,1,2018-03-19,2018-03-20
2163,Segment fault when handling exception,closed,3,2018-03-18,2018-03-20
2162,Cython numpy users,closed,6,2018-03-18,2018-03-23
2161,Added a note for Cython for numpy users.,closed,2,2018-03-17,2018-03-17
2160,Made other readmes pretty for github.,closed,1,2018-03-17,2018-03-17
2159,Coercing a sliced C array to Python should create a list,open,3,2018-03-17,N/A
2158,Misc. typos,closed,2,2018-03-17,2018-03-17
2157,Auto-declared no-args C++ constructor conflicts with non-nogil base class,closed,0,2018-03-17,2018-03-17
2156,Fix one word typo,closed,1,2018-03-16,2018-03-16
2155,Compilation error: lvalue required as unary ‘&’ operand,closed,2,2018-03-16,2018-03-16
2154,Build errors after upgrading to 0.28 from 0.27.3,closed,3,2018-03-16,2018-04-08
2153,PEP 461 format of bytes string returns basestring (python 3.5.1+),closed,1,2018-03-15,2018-03-17
2152,TypeError with NoneType from dict,closed,1,2018-03-15,2018-03-18
2151,An improved version of the tutorial.,closed,4,2018-03-14,2018-03-17
2150,Made the print python 3 style. pep8 and link to memoryviews.,closed,0,2018-03-14,2018-03-16
2149,Made the readme pretty for github.,closed,4,2018-03-14,2018-03-17
2148,Regression: Cannot assign type 'shared_ptr[const T]' to 'const shared_ptr[const T]',closed,6,2018-03-14,2018-03-18
2147,Is it possible to put everything into one independent executable?,closed,7,2018-03-13,2018-03-17
2146,Updated cythonize.,closed,0,2018-03-13,2018-03-16
2145,Put the pip installation first.,closed,0,2018-03-13,2018-03-16
2144,Improvements of the docs.,closed,0,2018-03-13,2018-03-16
2143,Error parsing C++ cast operator,open,4,2018-03-13,N/A
2142,Misc typos,closed,1,2018-03-13,2018-03-13
2141,Different base types for memoryviews although both typedefs have the exact same definition,closed,1,2018-03-12,2018-03-12
2140,Mention Typed Memoryviews in the Working with NumPy doc.,closed,2,2018-03-11,2018-03-11
2139,cython/pyext PythonObject scons builder output object suffix is .os,closed,2,2018-03-11,2018-03-11
2138,Updated the example for --annotate.,closed,1,2018-03-11,2018-03-11
2137,Python wrappers are not profiled separately when binding=True,open,3,2018-03-10,N/A
2136,cython flask takes no keyword arguments when get uri segment,closed,6,2018-03-10,2018-03-10
2135,New mysterious TestClass warnings with 0.28b2,closed,2,2018-03-09,2018-03-09
2134,Error when assigning a non-const memoryview to the copy of a const memoryview,closed,1,2018-03-08,2018-03-27
2133,Exponentiation of integer constants interpreted as integer,closed,2,2018-03-06,2018-10-27
2132,Broken conversion char* -> std::string,closed,6,2018-03-06,2018-03-09
